file_name,caption_1,caption_2,caption_3,caption_4,caption_5,final_caption,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
160917-eichelherr000.wav,"A bird is flying and is making a very loud noise constantly, in a environment were it is raining.",A bird is loudly cawing near a stream of water.,A bird is squawking loudly in an area that has running water.,A bird squawking loudly in an area with running water.,a bird is cawing loudly near a stream of water,A bird was singing loudly near the stream.,,,,,,,,,,,
Rain02.wav,A person pouring several small pebbles into a container.,A person pours several small pebbles into a container.,A forest machine is churning and grinding wood.,outside wind and rain falling without any change,woods chips are being churned and crushed in a machine,outside wind and rain falling without any change,,,,,,,,,,,
Truck Brakes.wav,"A garbage truck lifts and dumps a trash bin, then moves forward and stops again.","A vehicle runs, shifts gears, and breaks a few times.","After running, a vehicle shifts gears, and then brakes a few times.","garbage truck pick up trash, driving, and then its happy horn squeal as it comes to a stop, repeat","garbage truck picking up trash, driving, and then its breaks squeal as it comes to a stop, then this repeats","The truck drove forward, then screeched to a halt with a shrill grinding sound, and the process repeated itself.",,,,,,,,,,,
Car Keys.wav,"A set of keys are thrown around, clanking against each other.",A set of keys being clanked around randomly,A set of metallic keys are thrown around and hit each other.,"Keys jingled several times, increasing in frequency as clip goes on.",Keys rattle and jingle a few different times.,A set of keys jingled as they clinked together.,,,,,,,,,,,
thunder_roll.wav,Thunder booms loudly and is followed by steady rain.,Thunder crashes and is followed by constant rain.,Thunder crashes long and loudly as the rain comes down steadily.,Thunder is ringing through the sky as it roars during a storm.,Thunder ringing through the sky as it roars during a thunder storm.,"Thunder rumbled, followed by a downpour.",,,,,,,,,,,
Krankenwagen _ German Ambulances Passing by...wav,An ambulance is sounding its siren as it moves closer and then away.,An ambulance is sounding its siren as it moves closer.,An emergency siren on a vehicle is distant but then it gets louder and closer,The siren of an emergency vehicle approaches and gets louder as it gets closer,an emergency siren on a vehicle is distant but gets louder and closer,"An ambulance approached with its siren blaring, then drove away.",,,,,,,,,,,
waterpipe.wav,A person pees in the toilet in a bathroom.,Consistent dumping of a liquid that is gradually emptied as time goes on.,In a bathroom someone pees in the toilet.,Large volumes of liquid are released until the container is emptied.,One person pressed the flush button on the toilet.,"A large volume of liquid is released, and over time, the liquid will gradually be drained.",,,,,,,,,,,
080808_29_City_Traffic_Road_Bus.wav,Cars and motorcycles are driving by on a street nearby.,"Close by, motorcycles and cars are travelling on a road.",The motorcycle and some cars were passing by,a motorcycle and some cars are passing by,a motorcycle passing by with traffic in the background,Cars and motorcycles drove by.,,,,,,,,,,,
house bedroom door 2.wav,A door creaks open as it scrapes the floor beneath it.,A repetitive pattern of a thump followed by shuffling paper,Door is opening and closing over scuffling and clicking.,Repetitive thumps in a pattern are followed by paper shuffling.,Someone opening a door and slamming it shut repeatedly using its automatic close mechanism.,The sound of the door opening repeatedly,,,,,,,,,,,
Typing on a typewriter with ding at end of each line.wav,"""A person types on a typewriter, pulls it back, and types again.""","""Continuous typing on a typewriter, it gets pulled back then they typing starts again.""",Some variety of typewriter is used by a person to type a document.,"""The typewriter clacks along, slowly and quickly and when the bell rings the carriage is moved to the next line.""",Typewriter keys rhythmically hitting the paper before the bell rings and the carriage is returned to start the next line.,"The typewriter clacks along, sometimes slow, sometimes fast. When the bell rings, pull the typewriter back and start typing again.",,,,,,,,,,,
walking trough wetlands.wav,A person is hiking through open land which is soft and damp so that the shoes make a sloshing sound.,A person pulled something out of their pocket and their cell phone was left on.,A person walks through soft and damp open land so that the shoes make a sloshing sound,Footsteps crunch loudly through dead leaves as the wind blows in the background.,The cell phone of a person left on while they are walking and getting something out of their pocket.,"A person treks across open land where the ground is soft and damp, their shoes squelching with each step, accompanied by the faint chirping of birds in the background.",,,,,,,,,,,
1290 am static jumble.wav,A piece of machinery is causing a loud mechanical engine like sound.,A piece of machinery is creating a loud mechanical engine like sound.,A television is making a scramble channel frequency signal emission.,Out of range static radio station that has high pitched tones and hissing.,"""The out of range radio station is coming through with static, high pitched tones, and hissing.""", Out of range static radio station that has high pitched tones and hissing.,,,,,,,,,,,
gym machine.wav,A machine motor runs at varying frequencies while paper or something thin passes through.,Footfalls thump rhythmically on a treadmill at a good pace.,Someone is jogging on a treadmill and is not being very loud.,Someone is running on a treadmill at a good pace and in regular time.,Someone taking a jog on a treadmill and not very loudly., Someone is running on a treadmill at a good pace and in regular time.,,,,,,,,,,,
1_pebbles.wav,A person walking on the pebbles and sand on the ground,"As the bugs and birds chirp and buzz, footsteps walk around a gravel path in the distance.",Footsteps walk along a gravel path as birds and bugs chirp and buzz in the background.,Someone is walking down a wet road as rain falls.,a person is walking on a wet road in the rain,"Insects and birds chirped and buzzed, while footsteps echoed in the distance along the gravel path.",,,,,,,,,,,
ferry disembarkation alarm.wav,"An alarm is going off, while someone opens a pressure sealed door.",An alarm sounding in an enclosed space and metal objects rubbing against another hard surface in the background.,An alarm went off because someone opened a pressure sealed door.,"As someone opens a pressure sealed door, the alarm goes off.",The alarm in a factory is ringing out,"The alarm sounded as someone opened a sealed door, with the background filled with the roar of machinery.",,,,,,,,,,,
Sticks Hitting sticks.wav,A soft splash resonates as a wooden rod hits the water.,A tennis ball going back and forth being hit.,A tennis ball is being hit and going back and forth.,Someone is carving and cutting wood with a chisel and a hammer,Someone outside hitting a tree with a baseball bat.,"A wooden stick strikes an object, producing a sound.",,,,,,,,,,,
